Date,TATAMOTORS.NS,EICHERMOT.NS
2024-06-12,988.7000122070312,4850.64990234375
2024-06-13,985.8499755859375,4801.5
2024-06-14,993.4000244140625,4935.10009765625
2024-06-18,985.9000244140625,4936.10009765625
2024-06-19,977.3499755859375,4880.75
2024-06-20,978.25,4876.89990234375
2024-06-21,961.7999877929688,4845.5
2024-06-24,958.0499877929688,4870.89990234375
2024-06-25,955.0,4775.0498046875
2024-06-26,951.8499755859375,4739.7001953125
2024-06-27,972.0999755859375,4713.7998046875
2024-06-28,989.75,4672.9501953125
2024-07-01,1002.0499877929688,4635.5498046875
2024-07-02,981.2999877929688,4625.75
2024-07-03,975.6500244140625,4692.2998046875
2024-07-04,998.2000122070312,4689.5
2024-07-05,993.6500244140625,4737.2998046875
2024-07-08,1002.5999755859375,4754.4501953125
2024-07-09,1014.9500122070312,4828.7001953125
2024-07-10,1005.5,4849.14990234375
2024-07-11,1020.7999877929688,4828.64990234375
2024-07-12,1016.75,4860.7001953125
2024-07-15,1024.449951171875,4881.35009765625
2024-07-16,1021.1500244140625,4916.10009765625
2024-07-18,1024.550048828125,4941.10009765625
2024-07-19,990.0,4850.7001953125
2024-07-22,1003.1500244140625,4857.35009765625
2024-07-23,1001.7999877929688,4919.5498046875
2024-07-24,1027.699951171875,4915.35009765625
2024-07-25,1090.949951171875,4900.64990234375
2024-07-26,1118.300048828125,5012.5
2024-07-29,1124.0,4962.25
2024-07-30,1161.8499755859375,4951.85009765625
2024-07-31,1156.6500244140625,4962.7001953125
2024-08-01,1144.4000244140625,4968.7998046875
2024-08-02,1096.6500244140625,4726.7001953125
2024-08-05,1016.4500122070312,4675.75
2024-08-06,1013.75,4653.89990234375
2024-08-07,1025.300048828125,4597.14990234375
2024-08-08,1041.75,4576.89990234375
2024-08-09,1068.0999755859375,4830.60009765625
2024-08-12,1076.1500244140625,4808.7998046875
2024-08-13,1053.449951171875,4802.25
2024-08-14,1062.3499755859375,4733.25
2024-08-16,1098.3499755859375,4818.0
2024-08-19,1087.699951171875,4813.2998046875
2024-08-20,1086.9000244140625,4883.25
2024-08-21,1085.199951171875,4913.5498046875
2024-08-22,1068.449951171875,4933.5498046875
2024-08-23,1085.1500244140625,4898.10009765625
2024-08-26,1092.4000244140625,4875.2001953125
2024-08-27,1077.25,4868.85009765625
2024-08-28,1074.550048828125,4946.85009765625
2024-08-29,1121.6500244140625,4915.89990234375
2024-08-30,1111.3499755859375,4960.5
2024-09-02,1092.6500244140625,4911.9501953125
2024-09-03,1085.0999755859375,4865.7998046875
2024-09-04,1080.449951171875,4833.5498046875
2024-09-05,1069.1500244140625,4800.10009765625
2024-09-06,1049.3499755859375,4752.5
2024-09-09,1038.699951171875,4747.35009765625
2024-09-10,1035.800048828125,4737.2001953125
2024-09-11,976.2999877929688,4726.64990234375
2024-09-12,986.1500244140625,4875.0
2024-09-13,992.0999755859375,4858.2998046875
2024-09-16,988.4000244140625,4899.2001953125
2024-09-17,974.9500122070312,4850.2001953125
2024-09-18,962.0499877929688,4850.35009765625
2024-09-19,967.0,4864.89990234375
2024-09-20,970.8499755859375,4963.14990234375
2024-09-23,971.7999877929688,4879.5498046875
2024-09-24,977.2999877929688,4876.89990234375
2024-09-25,963.5999755859375,4895.25
2024-09-26,993.1500244140625,4994.25
2024-09-27,993.0,5062.60009765625
2024-09-30,974.6500244140625,5026.25
2024-10-01,965.2000122070312,4972.64990234375
2024-10-03,925.7000122070312,4782.5
2024-10-04,930.75,4706.7998046875
2024-10-07,927.8499755859375,4667.9501953125
2024-10-08,919.7999877929688,4693.4501953125
2024-10-09,939.1500244140625,4708.89990234375
2024-10-10,928.5,4697.89990234375
2024-10-11,930.7000122070312,4728.0498046875
2024-10-14,928.25,4779.7998046875
2024-10-15,917.2999877929688,4722.10009765625
2024-10-16,907.4500122070312,4678.25
2024-10-17,891.5999755859375,4623.85009765625
2024-10-18,910.1500244140625,4765.64990234375
2024-10-21,903.2999877929688,4810.4501953125
2024-10-22,879.5,4759.0498046875
2024-10-23,877.6500244140625,4677.75
2024-10-24,880.0,4668.5
2024-10-25,864.2999877929688,4591.60009765625
2024-10-28,878.4500122070312,4720.64990234375
2024-10-29,842.75,4898.14990234375
2024-10-30,840.2000122070312,4869.25
2024-10-31,834.0499877929688,4894.64990234375
2024-11-01,843.4500122070312,4953.60009765625
2024-11-04,824.0999755859375,4831.85009765625
2024-11-05,835.6500244140625,4899.7998046875
2024-11-06,839.7000122070312,4917.14990234375
2024-11-07,819.75,4878.0
2024-11-08,805.4500122070312,4785.25
2024-11-11,804.7000122070312,4793.4501953125
2024-11-12,784.8499755859375,4738.2001953125
2024-11-13,786.25,4588.7001953125
2024-11-14,774.2999877929688,4883.7001953125
2024-11-18,771.9000244140625,4875.64990234375
2024-11-19,783.2000122070312,4965.4501953125
2024-11-21,773.8499755859375,4882.10009765625
2024-11-22,791.0,4986.2001953125
2024-11-25,796.5999755859375,5002.35009765625
2024-11-26,783.0,4931.75
2024-11-27,783.9500122070312,4917.5
2024-11-28,779.4500122070312,4815.7001953125
2024-11-29,786.4500122070312,4831.85009765625
